Id;Label;rank;Cluster;kingdom;phylum;class;order;family
8037046;Pseudocyrtolophosis terricola;SPECIES;23;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae
8037938;Oxytricha histrioides;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8038938;Pattersoniella vitiphila;SPECIES;14;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Neokeronopsidae
8041250;Lacrymaria marina;SPECIES;46;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Lacrymariidae
8042226;Corallocolpoda pacifica;SPECIES;11;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8045570;Uroleptus humicola;SPECIES;25;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
8045705;Urospora;GENUS;29;Chromista;Myzozoa;Conoidasida;Eugregarinorida;Urosporidae
8045705C1;Syncystis mirabilis;SPECIES;49;Chromista;Myzozoa;Conoidasida;Eugregarinorida;Urosporidae
8046289;Solenophrya sacculus;SPECIES;11;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Acinetidae
8047474;Cyrtolophosis colpidiformis;SPECIES;23;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae
8050047;Stichotrichida;ORDER;46;Chromista;Ciliophora;Hypotrichea;Stichotrichida;
8050749;Cyclidium terricola;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae
8052477;Orthoamphisiella stramenticola;SPECIES;16;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae
8053161;Amphisiellides illuvialis;SPECIES;24;Chromista;Ciliophora;;;
8058518;Urosoma macrostoma;SPECIES;25;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8058651;Platyophrya spumacola;SPECIES;16;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae
8062664;Plagiocampa rouxi;SPECIES;18;Chromista;Ciliophora;Prostomatea;Prostomatida;Plagiocampidae
8065748;Codosiga;GENUS;50;Protozoa;Choanozoa;Choanoflagellatea;Choanoflagellida;Codosigidae
8066383;Actinoallomurus;GENUS;45;Bacteria;Actinobacteria;;Actinomycetales;Thermomonosporaceae
8066981;Nassula citrea;SPECIES;25;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae
8069432;Psilotricha succisa;SPECIES;25;Chromista;Ciliophora;Hypotrichea;Urostylida;Psilotrichidae
8071;Acidothermaceae;FAMILY;47;Bacteria;Actinobacteria;;Actinomycetales;Acidothermaceae
8071411;Gastrostyla minima;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8072279;Astomatida;ORDER;46;Chromista;Ciliophora;Oligohymenophorea;Astomatida;
8072867;Platyophrya vorax;SPECIES;26;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae
8074582;Hemiamphisiella;GENUS;25;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
8076891;Birojimia terricola;SPECIES;14;Chromista;Ciliophora;Hypotrichea;Urostylida;Bakuellidae
8078110;Hausmanniella discoidea;SPECIES;16;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae
8078166;Blepharisma ouatum;SPECIES;11;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Spirostomidae
8079;Frankiaceae;FAMILY;47;Bacteria;Actinobacteria;;Actinomycetales;Frankiaceae
8079329;Claroideoglomeraceae;FAMILY;31;Fungi;Glomeromycota;Glomeromycetes;Glomerales;Claroideoglomeraceae
8079935;Nitrososphaeraceae;FAMILY;43;Archaea;Thaumarchaeota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae
8079935C1;Candidatus Nitrososphaera gargensis;SPECIES;43;Archaea;Thaumarchaeota;??;Nitrososphaerales;Nitrososphaeraceae
8079935C2;Nitrososphaera;GENUS;43;Archaea;Thaumarchaeota;??;Nitrososphaerales;Nitrososphaeraceae
8082344;Grossglockneriida;ORDER;25;Chromista;Ciliophora;Colpodea;Grossglockneriida;
8083516;Pseudothuricola dionysii;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vaginicolidae
8083931;Rostrophrya camerounensis;SPECIES;25;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae
8084;Mycobacteriaceae;FAMILY;47;Bacteria;Actinobacteria;;Actinomycetales;Mycobacteriaceae
8084084;Cultellothrix lionotiformis;SPECIES;46;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae
8084909;Krassniggia auxiliaris;SPECIES;11;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8085;Nocardiaceae;FAMILY;45;Bacteria;Actinobacteria;;Actinomycetales;Nocardiaceae
8085759;Enchelyodon terrenus;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Trachelophyllidae
8086091;Sphaerobolus;GENUS;31;Fungi;Basidiomycota;Agaricomycetes;Geastrales;Geastraceae
8087;Nocardioidaceae;FAMILY;45;Bacteria;Actinobacteria;;Actinomycetales;Nocardioidaceae
8087382;Ignavibacteriales;ORDER;47;Bacteria;Chlorobi;Ignavibacteria;Ignavibacteriales;
8087525;Centaurea scabiosa;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
8087877;Cothumiopsis valvata;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vaginicolidae
8087936;Enchelyomorpha vermicularis;SPECIES;11;Chromista;Ciliophora;Kinetofragminophora;Suctorida;Enchelyomorphidae
8088;Propionibacteriaceae;FAMILY;47;Bacteria;Actinobacteria;;Actinomycetales;Propionibacteriaceae
8090;Sanguibacteraceae;FAMILY;47;Bacteria;Actinobacteria;;Actinomycetales;Sanguibacteraceae
8090887;Anteholosticha monilata;SPECIES;46;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae
8091;Streptomycetaceae;FAMILY;45;Bacteria;Actinobacteria;;Actinomycetales;Streptomycetaceae
8091504;Urosomoida agiliformis;SPECIES;24;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8091632;Cyclidium glaucoma;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae
8094;Rubrobacteraceae;FAMILY;47;Bacteria;Actinobacteria;;Rubrobacterales;Rubrobacteraceae
8094171;Cyrtolophosis mucicola;SPECIES;23;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae
8095;Bacteroidaceae;FAMILY;47;Bacteria;Bacteroidetes;Bacteroidia;Bacteroidales;Bacteroidaceae
8097772;Opisthonecta minima;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Opisthonectidae
8098413;Bryometopus pseudochilodon;SPECIES;20;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae
8098577;Dileptidae;FAMILY;25;Chromista;Ciliophora;Litostomatea;Dileptida;Dileptidae
8099;Flavobacteriaceae;FAMILY;45;Bacteria;Bacteroidetes;Flavobacteriia;Flavobacteriales;Flavobacteriaceae
81;Bacteroidetes;PHYLUM;45;Bacteria;Bacteroidetes;;;
8100050;Paspalum vaginatum;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
8101;Saprospiraceae;FAMILY;47;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Saprospiraceae
8103;Sphingobacteriaceae;FAMILY;45;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
8103918;Vaginicola terricola;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vaginicolidae
8106066;Arctium;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
8106520;Odontochlamys alpestris;SPECIES;18;Chromista;Ciliophora;Cyrtophoria;Cyrtophorida;Chilodonellidae
8107;Chloroflexaceae;FAMILY;47;Bacteria;Chloroflexi;Chloroflexia;Chloroflexales;Chloroflexaceae
8107698;Deviata bacilliformis;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae
8108604;Bryometopus sphagni;SPECIES;21;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae
8109018;Vorticella lichenicola;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae
811;Diptera;ORDER;13;Animalia;Arthropoda;Insecta;Diptera;
8111179;Oxytricha setigera;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8111463;Dileptus similis;SPECIES;11;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae
8113;Bacillaceae;FAMILY;45;Bacteria;Firmicutes;Bacilli;Bacillales;Bacillaceae
8115;Trichocercidae;FAMILY;29;Animalia;Rotifera;Eurotatoria;Ploima;Trichocercidae
8116589;Mycterothrix tuamotuensis;SPECIES;23;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae
8116740;Trichostomatida;ORDER;46;Chromista;Ciliophora;Kinetofragminophora;Trichostomatida;
8118053;Gonostomum strenua;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8118209;Bresslaua vorax;SPECIES;19;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8124979;Archinassula muscicola;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae
8125679;Telotrochidium cylindricum;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Opisthonectidae
8129437;Nassula picta;SPECIES;25;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae
8132662;Solitalea;GENUS;45;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
8136143;Colpoda;GENUS;46;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8137353;Olpidiales;ORDER;31;Fungi;Chytridiomycota;Chytridiomycetes;Olpidiales;
8138815;Dokdonella ginsengisoli;SPECIES;45;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
8138917;Metopus rectus;SPECIES;18;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae
8139004;Tetrahymena edaphoni;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Tetrahymenidae
8139865;Archaeorhizomyces borealis;SPECIES;36;Fungi;Ascomycota;Archaeorhizomycetes;Archaeorhizomycetales;Archaeorhizomycetaceae
8141990;Epistylidae;FAMILY;25;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Epistylidae
8142015;Fridericia connata;SPECIES;38;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae
8144973;Plagiocampa caudata;SPECIES;18;Chromista;Ciliophora;Prostomatea;Prostomatida;Plagiocampidae
8148666;Granulicella;GENUS;47;Bacteria;Acidobacteria;;Acidobacteriales;Acidobacteriaceae
8149010;Platyophryides latus;SPECIES;14;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae
8149923;Prunus persica;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Rosales;Rosaceae
8155005;Enchelydium terrenum;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Haptorida;Enchelyidae
8155820;Pseudokreyella australis;SPECIES;23;Chromista;Ciliophora;Colpodea;Bryometopida;Tectohymenidae
8157265;Stephanoecidae;FAMILY;17;Protozoa;Choanozoa;Choanoflagellatea;Choanoflagellida;Stephanoecidae
8158554;Stammeridium kahli;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae
8159328;Spathidium longicaudatum;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae
8160051;Woodruffiidae;FAMILY;25;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae
8161409;Lumbricus friendi;SPECIES;13;Animalia;Annelida;Clitellata;Crassiclitellata;Lumbricidae
8161533;Vorticellidae;FAMILY;46;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae
8162388;Gaiellales;ORDER;47;Bacteria;Actinobacteria;;Gaiellales;
8163778;Ilsiella palustris;SPECIES;23;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae
8165311;Gonostomum namibiense;SPECIES;46;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8165438;Bresslaua;GENUS;25;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8166778;Frontonia depressa;SPECIES;14;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae
8167254;Anteholosticha;GENUS;46;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae
8167254C1;Anteholosticha rectangula;SPECIES;46;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae
8167665;Kahliella acrobates;SPECIES;24;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae
8167704;Prorodontidae;FAMILY;25;Chromista;Ciliophora;Prostomatea;Prostomatida;Prorodontidae
8168047;Brachonella cydonia;SPECIES;18;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Metopidae
8168303;Plagiopogon;GENUS;25;Chromista;Ciliophora;Prostomatea;Prostomatida;Colepidae
8169551;Heterotrichida;ORDER;25;Chromista;Ciliophora;Heterotrichea;Heterotrichida;
8169579;Colpoda orientalis;SPECIES;23;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8171593;Tomentella;GENUS;36;Fungi;Basidiomycota;Agaricomycetes;Thelephorales;Thelephoraceae
8173937;Epispathidium papilliferum;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae
8175667;Parakahliella terricola;SPECIES;11;Chromista;Ciliophora;Hypotrichea;Urostylida;Kahliellidae
8176985;Bacillariophyta;PHYLUM;30;Chromista;Bacillariophyta;;;
8177626;Holophagaceae;FAMILY;47;Bacteria;Acidobacteria;Holophagae;Holophagales;Holophagaceae
8178931;Leptopharynx costatus;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Leptopharynidae
8181004;Heracleum austriacum;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Apiales;Apiaceae
8181547;Apoamphisiella tihanyiensis;SPECIES;14;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8181671;Cirrophrya haptica;SPECIES;23;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae
8187489;Oxytricha granulifera;SPECIES;9;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8188029;Pyxidium tardigradum;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Operculariidae
8188416;Fuscheria terricola;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Haptorida;Fuscheriidae
8190743;Murraya paniculata;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Sapindales;Rutaceae
8191111;Tachysoma humicola;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8195144;Rumex crispus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Caryophyllales;Polygonaceae
8196207;Urosoma cienkowskii;SPECIES;16;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8198844;Leptopharynx;GENUS;25;Chromista;Ciliophora;Nassophorea;Nassulida;Leptopharynidae
8198844C1;Leptopharynx bromelicola;SPECIES;46;Chromista;Ciliophora;Nassophorea;Nassulida;Leptopharynidae
8199022;Uroleptus lepisma;SPECIES;16;Chromista;Ciliophora;Hypotrichea;Urostylida;Rigidothrichidae
8199205;Polymyxa;GENUS;29;Chromista;Cercozoa;Phytomyxea;Plasmodiophorida;Plasmodiophoridae
8199648;Stylonychia bifaria;SPECIES;24;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
820;Xanthomonadales;ORDER;45;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;
8201322;Colpoda elliotti;SPECIES;23;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8202377;Cyclidiidae;FAMILY;25;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae
8205625;Nivaliella plana;SPECIES;8;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae
8206374;Sympoventuriaceae;FAMILY;31;Fungi;Ascomycota;Dothideomycetes;Venturiales;Sympoventuriaceae
8208682;Cothumia minutissima;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vaginicolidae
8211192;Phycisphaerae;CLASS;47;Bacteria;Planctomycetes;Phycisphaerae;;
8212596;Gonostomum strenuum;SPECIES;46;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8216798;Colpoda henneguyi;SPECIES;9;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8217651;Spathidium furcatum;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae
8222210;Bryometopus hawaiiensis;SPECIES;18;Chromista;Ciliophora;Colpodea;Bryometopida;Bryometopidae
8223403;Chlamydomonadales;ORDER;10;Plantae;Chlorophyta;Chlorophyceae;Chlamydomonadales;
8225326;Condylostoma terricola;SPECIES;14;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Condylostomatidae
8227189;Hemiamphisiella quadrinucleata;SPECIES;8;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
8228544;Sonchus oleraceus;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Asterales;Asteraceae
8228684;Pseudovorticella sphagni;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Vorticellidae
8229102;Colpodea;CLASS;33;Chromista;Ciliophora;Colpodea;;
8229939;Anaerolineales;ORDER;47;Bacteria;Chloroflexi;Anaerolineae;Anaerolineales;
8230719;Hausmanniellidae;FAMILY;25;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae
8232225;Caulobacter profundus;SPECIES;45;Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae
8233239;Epispathidium amphoriforme;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae
8235041;Heterotrichea;CLASS;25;Chromista;Ciliophora;Heterotrichea;;
8236668;Cyrtolophosididae;FAMILY;46;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae
8237243;Opercularia curvicaule;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Operculariidae
8237452;Peniophorella;GENUS;31;Fungi;Basidiomycota;Agaricomycetes;;
8240280;Maryna;GENUS;25;Chromista;Ciliophora;Colpodea;Colpodida;Marynidae
8242745;Circinella arenicola;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Orthoamphisiellidae
8246938;Cultellothrix coemeterii;SPECIES;46;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae
8249932;Salvia splendens;SPECIES;1;Plantae;Tracheophyta;Magnoliopsida;Lamiales;Lamiaceae
8251279;Tachysoma;GENUS;25;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8253016;Blepharismidae;FAMILY;25;Chromista;Ciliophora;Heterotrichea;Heterotrichida;Blepharismidae
8253072;Hausmanniella quinquecirrata;SPECIES;8;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae
8254023;Anoplophrya marylandensis;SPECIES;46;Chromista;Ciliophora;Oligohymenophorea;Astomatida;Anoplophryidae
8254475;Gastronauta membranaceus;SPECIES;18;Chromista;Ciliophora;Cyrtophoria;Chilodonellida;Gastronautidae
8254606;Rostrophryides australis;SPECIES;9;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Woodruffiidae
8255496;Pedobacter luteus;SPECIES;45;Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales;Sphingobacteriaceae
8255523;Pseudomicrothorax agilis;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Pseudomicrothoracidae
8255906;Heterophrys;GENUS;49;Chromista;Bigyra;Labyrinthulea;Piroplasmida;Heterophyridae
8256548;Hemiamphisiella granulifera;SPECIES;8;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
8257671;Zoothamniidae;FAMILY;25;Chromista;Ciliophora;Oligohymenophorea;Peritrichida;Zoothamniidae
8258099;Bryophyllum loxophylliforme;SPECIES;14;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Spathidiidae
8258329;Platyophrya paoletti;SPECIES;23;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Platyophryidae
8259839;Gastrostyla steinii;SPECIES;11;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8261462;Urliella terticola;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Furgasoniidae
8262092;Ichthyosporea;CLASS;29;Protozoa;Choanozoa;Ichthyosporea;;
8265293;Achaeta affinis;SPECIES;38;Animalia;Annelida;Clitellata;Enchytraeida;Enchytraeidae
8267652;Paratylenchus microdorus;SPECIES;42;Animalia;Nematoda;Secernentea;Rhabditida;
8268939;Clavariopsis aquatica;SPECIES;31;Fungi;Ascomycota;Dothideomycetes;Pleosporales;
8270;Basidiobolaceae;FAMILY;31;Fungi;Zygomycota;;Basidiobolales;Basidiobolaceae
8271221;Colpoda tripartita;SPECIES;23;Chromista;Ciliophora;Colpodea;Colpodida;Colpodidae
8272070;Keronopsis helluo;SPECIES;22;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Keronidae
8274582;Hemisincirra pori;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
8275;Cunninghamellaceae;FAMILY;31;Fungi;Zygomycota;Mucoromycetes;Mucorales;Cunninghamellaceae
8275599;Pseudomicrothorax dubius;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Pseudomicrothoracidae
8276304;Arcuospathidium cooperi;SPECIES;11;Chromista;Ciliophora;Gymnostomatea;Spathidiida;Arcuospathidiidae
8279721;Drepanomonas exigua;SPECIES;18;Chromista;Ciliophora;Nassophorea;Nassulida;Microthoracidae
8280112;Bakuella edaphoni;SPECIES;24;Chromista;Ciliophora;Hypotrichea;Urostylida;Bakuellidae
8280877;Protocyclidium;GENUS;25;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae
8280877C1;Protocyclidium sinica;SPECIES;46;Chromista;Ciliophora;Oligohymenophorea;Scuticociliatida;Cyclidiidae
8282;Hyphochytriaceae;FAMILY;29;Chromista;Oomycota;Hyphochytrea;Hyphochytriales;Hyphochytriaceae
8282405;Oxytricha longigranulosa;SPECIES;14;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8282501;Tuber;GENUS;36;Fungi;Ascomycota;Pezizomycetes;Pezizales;Tuberaceae
8282652;Obertrumia kahli;SPECIES;25;Chromista;Ciliophora;Nassophorea;Nassulida;Nassulidae
8283897;Uronema nigricans;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Uronematidae
8285917;Canavalia;GENUS;1;Plantae;Tracheophyta;Magnoliopsida;Fabales;Fabaceae
8286565;Pseudocohnilembus marinus;SPECIES;18;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Pseudocohnilembidae
8286767;Rudaea cellulosilytica;SPECIES;45;Bacteria;Proteobacteria;Gammaproteobacteria;Xanthomonadales;Xanthomonadaceae
8287515;Holosticha australis;SPECIES;11;Chromista;Ciliophora;Hypotrichea;Urostylida;Holostichidae
8289527;Gonostomum;GENUS;46;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8289875;Massisteria;GENUS;29;Chromista;Cercozoa;Granofilosea;Leucodictyida;Massisteriidae
8290279;Euplotida;ORDER;46;Chromista;Ciliophora;Hypotrichea;Euplotida;
8290778;Frontonia solea;SPECIES;25;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae
8290993;Notoxoma parabryophryides;SPECIES;23;Chromista;Ciliophora;Colpodea;Bryophryida;Bryophryidae
8291237;Pleuroplitoides smithi;SPECIES;11;Chromista;Ciliophora;Prostomatea;Prostomatida;Pleuroplitidae
8292626;Bdellovibrio exovorus;SPECIES;45;Bacteria;Proteobacteria;Deltaproteobacteria;Bdellovibrionales;Bdellovibrionaceae
8294;Pythiaceae;FAMILY;29;Chromista;Oomycota;Peronosporea;Peronosporales;Pythiaceae
8294715;Pseudocyrtolophosis;GENUS;25;Chromista;Ciliophora;Colpodea;Cyrtolophosidida;Cyrtolophosididae
8294946;Homalogastra setosa;SPECIES;20;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Uronematidae
8296186;Dileptus mucronatus;SPECIES;11;Chromista;Ciliophora;Litostomatea;Dileptida;Dimacrocaryonidae
8296343;Pseudoplatyophrya;GENUS;25;Chromista;Ciliophora;Colpodea;Grossglockneriida;Grossglockneriidae
8296495;Oxytricha lanceolata;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8298972;Urosomoida antarctica;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8299209;Vaucheria terrestris;SPECIES;30;Chromista;Ochrophyta;Xanthophyceae;Vaucheriales;Vaucheriaceae
830;Nitrospirales;ORDER;47;Bacteria;Nitrospira;Nitrospira;Nitrospirales;
8300719;Avestina acuta;SPECIES;23;Chromista;Ciliophora;Colpodea;Colpodida;Hausmanniellidae
8300875;Poa trivialis;SPECIES;1;Plantae;Tracheophyta;Liliopsida;Poales;Poaceae
8302110;Frontonia terricola;SPECIES;11;Chromista;Ciliophora;Oligohymenophorea;Hymenostomatida;Frontoniidae
8305;Parmeliaceae;FAMILY;31;Fungi;Ascomycota;Lecanoromycetes;Lecanorales;Parmeliaceae
8307;Leptosphaeriaceae;FAMILY;31;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Leptosphaeriaceae
8307655;Australocirrus oscitans;SPECIES;14;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8307873;Oxytricha auripunctata;SPECIES;14;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8308597;Chloroflexia;CLASS;47;Bacteria;Chloroflexi;Chloroflexia;;
8309291;Trochiliopsis australis;SPECIES;25;Chromista;Ciliophora;Nassophorea;Nassulida;Trochiliopsidae
8311170;Hemisincirra gellerti;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Stichotrichida;Amphisiellidae
8311950;Oxytricha ottowi;SPECIES;18;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8312;Phaeosphaeriaceae;FAMILY;31;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Phaeosphaeriaceae
8312067;Bursaria truncatella;SPECIES;22;Chromista;Ciliophora;Colpodea;Bursariomorphida;Bursariidae
8312129;Mayamaea;GENUS;30;Chromista;Ochrophyta;Bacillariophyceae;Naviculales;Naviculaceae
8314658;Oxytrichidae;FAMILY;25;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8315;Pleosporaceae;FAMILY;31;Fungi;Ascomycota;Dothideomycetes;Pleosporales;Pleosporaceae
8316;Tubeufiaceae;FAMILY;31;Fungi;Ascomycota;Dothideomycetes;Tubeufiales;Tubeufiaceae
8316594;Stylonychia stylomuscorum;SPECIES;25;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
8317892;Rhizomicrobium;GENUS;45;Bacteria;Proteobacteria;Alphaproteobacteria;;
8318312;Prostomatea;CLASS;25;Chromista;Ciliophora;Prostomatea;;
8320870;Oxytricha gigantea;SPECIES;16;Chromista;Ciliophora;Hypotrichea;Oxytrichida;Oxytrichidae
