;consumer_gbif_key;consumer_rank;consumer_name;interaction_type;resource_name;resource_gbif_key;resource_rank;reference;remark
1762;8159328;SPECIES;Spathidium longicaudatum;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1763;7695846;SPECIES;Sterkiella cavicola;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1764;7815322;SPECIES;Sterkiella histriomuscorum;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1765;7560112;SPECIES;Tachysoma granulifera;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1766;7439614;SPECIES;Tricoronella pulchra;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1767;8199022;SPECIES;Uroleptus lepisma;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1768;7969533;SPECIES;Urosomoida agilis;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1769;8298972;SPECIES;Urosomoida antarctica;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1770;7717324;SPECIES;Urosomoida dorsiincisura;eats;Metromonadea;8701685;CLASS;Foissner 1998;
1771;5262297;SPECIES;Phoma herbarum;parasiteOf;Murraya paniculata;8190743;SPECIES;FungalDataBase;
1772;9180955;GENUS;Herpetomonas;parasiteOf;Muscidae;5564;FAMILY;Animal Parasites: Their Life Cycles and Ecology;
1773;2513144;GENUS;Protomyces;parasiteOf;Mutellina adonidifolia;7318319;SPECIES;FungalDataBase;
1774;2513144;GENUS;Protomyces;parasiteOf;Mutellina purpurea;3629113;SPECIES;FungalDataBase;
1775;7589559;CLASS;Litostomatea;eats;Myxochloridaceae;8699;FAMILY;;pred2 assoc au substrat
1776;1269085;SPECIES;Aphidius ervi;parasiteOf;Myzus persicae;2076179;SPECIES;https://www6.inra.fr/encyclopedie-pucerons/Especes/Pucerons/Myzus/M.-persicae;
1777;7465520;SPECIES;Actinobolina vorax;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1778;2128073;GENUS;Alicorhagia;eats;Nematoda;5967481;PHYLUM;10.1007/BF01193873;
1779;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1780;374;ORDER;Astigmata;eats;Nematoda;5967481;PHYLUM;;
1781;7644213;SPECIES;Australothrix alwinae;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1782;7520435;SPECIES;Australothrix australis;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1783;7442939;SPECIES;Balantidioides muscicola;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1784;7691700;SPECIES;Bresslauides discoideus;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1785;8258099;SPECIES;Bryophyllum loxophylliforme;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1786;7983038;SPECIES;Bryophyllum tegularum;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1787;8312067;SPECIES;Bursaria truncatella;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1788;7652;FAMILY;Chthoniidae;eats;Nematoda;5967481;PHYLUM;;
1789;7689024;SPECIES;Dileptus margaritifer;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1790;104185528;KINGDOM;Endeostigmata;eats;Nematoda;5967481;PHYLUM;;
1791;7933468;SPECIES;Holosticha adami;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1792;8272070;SPECIES;Keronopsis helluo;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1793;1109;ORDER;Mesostigmata;eats;Nematoda;5967481;PHYLUM;;
1794;8058651;SPECIES;Platyophrya spumacola;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1795;5424088;SPECIES;Pythium monospermum;parasiteOf;Nematoda;5967481;PHYLUM;PMCID: PMC2618058;
1796;7680285;SPECIES;Urostyla grandis;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1797;7535035;SPECIES;Urostyla muscorum;eats;Nematoda;5967481;PHYLUM;Foissner 1998;
1798;5262297;SPECIES;Phoma herbarum;parasiteOf;Nerium;3169755;GENUS;FungalDataBase;
1799;5262297;SPECIES;Phoma herbarum;parasiteOf;Nerium indicum;7317019;SPECIES;FungalDataBase;
1800;2626969;SPECIES;Olpidium brassicae;parasiteOf;Nicotiana;2928756;GENUS;FungalDataBase;
1801;2130185;SPECIES;Tetranychus urticae;parasiteOf;Nicotiana tabacum;2928774;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1802;7589559;CLASS;Litostomatea;eats;Ochromonadaceae;4579;FAMILY;;pred2 assoc au substrat
1803;4378322;FAMILY;Apusomonadidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1804;7957238;FAMILY;Bicosoecidae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1805;2164;FAMILY;Cercomonadidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1806;3235907;FAMILY;Chlamydophryidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1807;7073563;CLASS;Chrysophyceae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1808;4905099;FAMILY;Echinamoebidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1809;6584;FAMILY;Euglyphidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1810;2171;FAMILY;Hartmannellidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1811;4900802;FAMILY;Heteromitidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1812;4581;FAMILY;Mallomonadaceae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1813;8699;FAMILY;Myxochloridaceae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1814;4579;FAMILY;Ochromonadaceae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1815;8006472;CLASS;Oligohymenophorea;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1816;6585;FAMILY;Paulinellidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1817;3236046;FAMILY;Salpingoecidae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1818;9281454;FAMILY;Siluaniidae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1819;9797892;ORDER;Euglyphida;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1820;4920982;FAMILY;Stemonitidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1821;8157265;FAMILY;Stephanoecidae;eats;Ochrophyta;98;PHYLUM;;pred1 intercepteur
1822;4378164;FAMILY;Thaumatomastigidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1823;3235224;FAMILY;Trinematidae;eats;Ochrophyta;98;PHYLUM;;pred1 assoc au substrat
1824;9397538;FAMILY;Viridiraptoridae;eats;Ochrophyta;98;PHYLUM;;
1825;5262297;SPECIES;Phoma herbarum;parasiteOf;Ocimum sanctum;2927101;SPECIES;FungalDataBase;
1826;2513144;GENUS;Protomyces;parasiteOf;Oenanthe crocata;6027319;SPECIES;FungalDataBase;
1827;7589559;CLASS;Litostomatea;eats;Oligohymenophorea;8006472;CLASS;;pred2 assoc au substrat
1828;5262297;SPECIES;Phoma herbarum;parasiteOf;Onobrychis viciifolia;2972595;SPECIES;FungalDataBase;
1829;2130185;SPECIES;Tetranychus urticae;parasiteOf;Orchidaceae ;7689;FAMILY;https://www.cabi.org/isc/datasheet/53366;
1830;374;ORDER;Astigmata;eats;Oribatida;4653212;FAMILY;;
1831;7652;FAMILY;Chthoniidae;eats;Oribatida;4653212;FAMILY;;
1832;104185528;KINGDOM;Endeostigmata;eats;Oribatida;4653212;FAMILY;;
1833;1419844;GENUS;Forficula;eats;Oribatida;4653212;FAMILY;albouy & Caussanel (1990) Faune de France 75.;
1834;4080;FAMILY;Geophilidae;eats;Oribatida;4653212;FAMILY;0.1111/oik.04885;
1835;5540;FAMILY;Lithobiidae;eats;Oribatida;4653212;FAMILY;0.1111/oik.04885;
1836;1109;ORDER;Mesostigmata;eats;Oribatida;4653212;FAMILY;;
1837;1247492;GENUS;Notiophilus;eats;Oribatida;4653212;FAMILY;betsi;
1838;5262297;SPECIES;Phoma herbarum;parasiteOf;Oryza;2703455;GENUS;FungalDataBase;
1839;5262297;SPECIES;Phoma herbarum;parasiteOf;Oryza australiensis;4110287;SPECIES;FungalDataBase;
1840;5262297;SPECIES;Phoma herbarum;parasiteOf;Oryza sativa;2703459;SPECIES;FungalDataBase;
1841;2130185;SPECIES;Tetranychus urticae;parasiteOf;Oryza sativa;2703459;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1842;3204289;SPECIES;Polymyxa graminis;parasiteOf;Panicum dichotomiflorum;2705144;SPECIES;FungalDataBase;
1843;5249953;SPECIES;Waitea circinata;parasiteOf;Panicum tennesseense;4122172;SPECIES;FungalDataBase;
1844;5249953;SPECIES;Waitea circinata;parasiteOf;Panicum virgatum;2705081;SPECIES;FungalDataBase;
1845;2130185;SPECIES;Tetranychus urticae;parasiteOf;Papaver orientale;2888437;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1846;5249953;SPECIES;Waitea circinata;parasiteOf;Paspalum vaginatum;8100050;SPECIES;FungalDataBase;
1847;5249953;SPECIES;Waitea circinata;parasiteOf;Paspalum vaginatum;8100050;SPECIES;FungalDataBase;
1848;8229102;CLASS;Colpodea;eats;Paulinellidae;6585;FAMILY;;pred2 assoc au substrat
1849;128048854;KINGDOM;Leptophryidae;eats;Paulinellidae;6585;FAMILY;;pred2 assoc au substrat
1850;2329;FAMILY;Nucleariidae;eats;Paulinellidae;6585;FAMILY;;pred2 assoc au substrat
1851;7982209;CLASS;Spirotrichea;eats;Paulinellidae;6585;FAMILY;;pred2 assoc au substrat
1852;6586;FAMILY;Vampyrellidae;eats;Paulinellidae;6585;FAMILY;;pred2 assoc au substrat
1853;2130185;SPECIES;Tetranychus urticae;parasiteOf;Pelargonium ;9348640;GENUS;https://www.cabi.org/isc/datasheet/53366;
1854;5249953;SPECIES;Waitea circinata;parasiteOf;Pennisetum clandestinum;2706150;SPECIES;FungalDataBase;
1855;2626969;SPECIES;Olpidium brassicae;parasiteOf;Petroselinum;3034906;GENUS;FungalDataBase;
1856;5262297;SPECIES;Phoma herbarum;parasiteOf;Phalaris arundinacea;5289756;SPECIES;FungalDataBase;
1857;3204289;SPECIES;Polymyxa graminis;parasiteOf;Phalaris arundinacea;5289756;SPECIES;FungalDataBase;
1858;5262297;SPECIES;Phoma herbarum;parasiteOf;Pharbitis hederacea;2928623;SPECIES;FungalDataBase;
1859;2130185;SPECIES;Tetranychus urticae;parasiteOf;Phaseolus ;2947798;GENUS;https://www.cabi.org/isc/datasheet/53366;
1860;5262297;SPECIES;Phoma herbarum;parasiteOf;Phaseolus lunatus;5350438;SPECIES;FungalDataBase;
1861;2130185;SPECIES;Tetranychus urticae;parasiteOf;Phaseolus vulgaris;5350452;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1862;2626969;SPECIES;Olpidium brassicae;parasiteOf;Phleum;2706001;GENUS;FungalDataBase;
1863;2130185;SPECIES;Tetranychus urticae;parasiteOf;Phoenix dactylifera;6109699;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1864;5262297;SPECIES;Phoma herbarum;parasiteOf;Picea excelsa;7606064;GENUS;FungalDataBase;
1865;5262297;SPECIES;Phoma herbarum;parasiteOf;Picea mariana;5284802;SPECIES;FungalDataBase;
1866;5262297;SPECIES;Phoma herbarum;parasiteOf;Pinus halepensis;5285604;SPECIES;FungalDataBase;
1867;5262297;SPECIES;Phoma herbarum;parasiteOf;Pinus kesiya;5285824;SPECIES;FungalDataBase;
1868;3202934;GENUS;Aphanomyces;parasiteOf;Pisum;2940361;GENUS;FungalDataBase;
1869;5262297;SPECIES;Phoma herbarum;parasiteOf;Pisum sativum;5347845;SPECIES;FungalDataBase;
1870;1198599;GENUS;Barynotus;eats;Plantaginaceae;2420;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1871;2626969;SPECIES;Olpidium brassicae;parasiteOf;Plantago;3189695;GENUS;FungalDataBase;
1872;2626969;SPECIES;Olpidium brassicae;parasiteOf;Poa;2704173;GENUS;FungalDataBase;
1873;3204289;SPECIES;Polymyxa graminis;parasiteOf;Poa annua;2704179;SPECIES;FungalDataBase;
1874;5249953;SPECIES;Waitea circinata;parasiteOf;Poa annua;2704179;SPECIES;FungalDataBase;
1875;5249953;SPECIES;Waitea circinata;parasiteOf;Poa pratensis;2704178;SPECIES;FungalDataBase;
1876;5249953;SPECIES;Waitea circinata;parasiteOf;Poa trivialis;8300875;SPECIES;FungalDataBase;
1877;2555201;SPECIES;Rhizoctonia solani;parasiteOf;Poaceae;3073;FAMILY;GLoBi;the first 15 families in terms of listed interactions
1878;8657939;SPECIES;Acrospermum gramineum;parasiteOf;Poaceae;3073;FAMILY;GLoBi;
1879;1162125;GENUS;Agriotes;eats;Poaceae;3073;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1880;8011702;GENUS;Athous;eats;Poaceae;3073;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1881;3456755;SPECIES;Gaeumannomyces graminis;parasiteOf;Poaceae;3073;FAMILY;;
1882;2569257;GENUS;Magnaporthe;parasiteOf;Poaceae;3073;FAMILY;Funguild;
1883;2069580;SPECIES;Rhopalosiphum padi;eats;Poaceae;3073;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1884;5262297;SPECIES;Phoma herbarum;parasiteOf;Polytrichum juniperinum;2683092;SPECIES;FungalDataBase;
1885;2555201;SPECIES;Rhizoctonia solani;parasiteOf;Primulaceae;6674;FAMILY;GLoBi;the first 15 families in terms of listed interactions
1886;1198599;GENUS;Barynotus;eats;Primulaceae;6674;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1887;5262297;SPECIES;Phoma herbarum;parasiteOf;Prunus;3020559;GENUS;FungalDataBase;
1888;2130185;SPECIES;Tetranychus urticae;parasiteOf;Prunus avium;3020791;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1889;2130185;SPECIES;Tetranychus urticae;parasiteOf;Prunus cerasus;3021922;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1890;2130185;SPECIES;Tetranychus urticae;parasiteOf;Prunus domestica;7931731;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1891;2130185;SPECIES;Tetranychus urticae;parasiteOf;Prunus dulcis;3022502;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1892;2130185;SPECIES;Tetranychus urticae;parasiteOf;Prunus persica;8149923;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1893;2130185;SPECIES;Tetranychus urticae;parasiteOf;Prunus salicina;3021120;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1894;5262297;SPECIES;Phoma herbarum;parasiteOf;Pseudophoenix sargentii;2737019;SPECIES;FungalDataBase;
1895;5262297;SPECIES;Phoma herbarum;parasiteOf;Pseudotsuga menziesii;2685796;SPECIES;FungalDataBase;
1896;2130185;SPECIES;Tetranychus urticae;parasiteOf;Pueraria montana;2977636;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1897;2130185;SPECIES;Tetranychus urticae;parasiteOf;Pyrus communis;5362573;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1898;3202687;SPECIES;Hyphochytrium catenoides;parasiteOf;Pythium;3202728;GENUS;10.3389/fmicb.2014.00243;
1899;8001169;SPECIES;Woronina pythii;parasiteOf;Pythium;3202728;GENUS;Farr, D.F., & Rossman, A.Y. Fungal Databases, U.S. National Fungus Collections, ARS, USDA. Retrieved October 15, 2018, from https://nt.ars-grin.gov/fungaldatabases/;
1900;8001169;SPECIES;Woronina pythii;parasiteOf;Pythium;3202728;GENUS;10.3389/fmicb.2014.00244;
1901;2513576;SPECIES;Entyloma ficariae;parasiteOf;Ranunculacae;2410;FAMILY;https://bladmineerders.nl/parasites/fungi/basidiomycota/ustilaginomycotina/exobasidiomycetes/entylomatales/entyloma/entyloma-ficariae/;
1902;1198599;GENUS;Barynotus;eats;Ranunculaceae;2410;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1903;2130185;SPECIES;Tetranychus urticae;parasiteOf;Rhododendron ;2883026;GENUS;https://www.cabi.org/isc/datasheet/53366;
1904;2130185;SPECIES;Tetranychus urticae;parasiteOf;Ribes nigrum;2986192;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1905;2130185;SPECIES;Tetranychus urticae;parasiteOf;Ribes rubrum;2986097;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1906;2130185;SPECIES;Tetranychus urticae;parasiteOf;Ricinus communis;5380041;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1907;5262297;SPECIES;Phoma herbarum;parasiteOf;Rosa;8395064;GENUS;FungalDataBase;
1908;2130185;SPECIES;Tetranychus urticae;parasiteOf;Rosa ;8395064;GENUS;https://www.cabi.org/isc/datasheet/53366;
1909;2130185;SPECIES;Tetranychus urticae;parasiteOf;Rosa chinensis;3005039;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1910;5262297;SPECIES;Phoma herbarum;parasiteOf;Rosa multiflora;3003244;SPECIES;FungalDataBase;
1911;2555201;SPECIES;Rhizoctonia solani;parasiteOf;Rosaceae;5015;FAMILY;GLoBi;the first 15 families in terms of listed interactions
1912;8011702;GENUS;Athous;eats;Rosaceae;5015;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1913;1198599;GENUS;Barynotus;eats;Rosaceae;5015;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1914;7465520;SPECIES;Actinobolina vorax;eats;Rotifera;91;PHYLUM;Foissner 1998;
1915;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Rotifera;91;PHYLUM;Foissner 1998;
1916;7644213;SPECIES;Australothrix alwinae;eats;Rotifera;91;PHYLUM;Foissner 1998;
1917;7520435;SPECIES;Australothrix australis;eats;Rotifera;91;PHYLUM;Foissner 1998;
1918;7442939;SPECIES;Balantidioides muscicola;eats;Rotifera;91;PHYLUM;Foissner 1998;
1919;7691700;SPECIES;Bresslauides discoideus;eats;Rotifera;91;PHYLUM;Foissner 1998;
1920;8258099;SPECIES;Bryophyllum loxophylliforme;eats;Rotifera;91;PHYLUM;Foissner 1998;
1921;7983038;SPECIES;Bryophyllum tegularum;eats;Rotifera;91;PHYLUM;Foissner 1998;
1922;8312067;SPECIES;Bursaria truncatella;eats;Rotifera;91;PHYLUM;Foissner 1998;
1923;7689024;SPECIES;Dileptus margaritifer;eats;Rotifera;91;PHYLUM;Foissner 1998;
1924;7933468;SPECIES;Holosticha adami;eats;Rotifera;91;PHYLUM;Foissner 1998;
1925;8272070;SPECIES;Keronopsis helluo;eats;Rotifera;91;PHYLUM;Foissner 1998;
1926;8058651;SPECIES;Platyophrya spumacola;eats;Rotifera;91;PHYLUM;Foissner 1998;
1927;7680285;SPECIES;Urostyla grandis;eats;Rotifera;91;PHYLUM;Foissner 1998;
1928;7535035;SPECIES;Urostyla muscorum;eats;Rotifera;91;PHYLUM;Foissner 1998;
1929;2130185;SPECIES;Tetranychus urticae;parasiteOf;Rubus idaeus;2993094;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1930;2130185;SPECIES;Tetranychus urticae;parasiteOf;Rubus loganobaccus;2990630;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1931;5262297;SPECIES;Phoma herbarum;parasiteOf;Rumex;2888942;GENUS;FungalDataBase;
1932;5262297;SPECIES;Phoma herbarum;parasiteOf;Rumex crispus;8195144;SPECIES;FungalDataBase;
1933;2049366;GENUS;Pemphigus;eats;Salicaceae;6664;FAMILY;https://www.brc.ac.uk/DBIF/invertebrates.aspx;
1934;7589559;CLASS;Litostomatea;eats;Salpingoecidae;3236046;FAMILY;;pred2 assoc au substrat
1935;5262297;SPECIES;Phoma herbarum;parasiteOf;Salvia nemorosa;2927028;SPECIES;FungalDataBase;
1936;2130185;SPECIES;Tetranychus urticae;parasiteOf;Salvia splendens;8249932;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1937;7928292;SPECIES;Amphisiella raptans;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1938;8181547;SPECIES;Apoamphisiella tihanyiensis;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1939;8006704;SPECIES;Bresslauides australis australis;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1940;7893724;SPECIES;Cyrtohymena candens;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1941;7689024;SPECIES;Dileptus margaritifer;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1942;8166778;SPECIES;Frontonia depressa;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1943;8256548;SPECIES;Hemiamphisiella granulifera;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1944;7858582;SPECIES;Holosticha stueberi;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1945;7566514;SPECIES;Lamtostyla abdita;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1946;7549436;SPECIES;Lamtostyla granulifera;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1947;8016841;SPECIES;Notohymena rubescens;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1948;8754583;SPECIES;Oxytricha hengshanensis;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1949;7736897;SPECIES;Oxytricha islandica;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1950;8024317;SPECIES;Oxytricha tricirrata;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1951;7837768;SPECIES;Parafurgasonia sorex;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1952;7761759;SPECIES;Parakahliella macrostoma;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1953;7505865;SPECIES;Paraurostyla granulifera;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1954;7538897;SPECIES;Pseudouroleptus procerus;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1955;7501409;SPECIES;Pseudourostyla franzi;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1956;8159328;SPECIES;Spathidium longicaudatum;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1957;7695846;SPECIES;Sterkiella cavicola;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1958;7815322;SPECIES;Sterkiella histriomuscorum;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1959;7560112;SPECIES;Tachysoma granulifera;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1960;7439614;SPECIES;Tricoronella pulchra;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1961;8199022;SPECIES;Uroleptus lepisma;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1962;7969533;SPECIES;Urosomoida agilis;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1963;8298972;SPECIES;Urosomoida antarctica;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1964;7717324;SPECIES;Urosomoida dorsiincisura;eats;Sarcomonadea;9697778;CLASS;Foissner 1998;
1965;1037288;GENUS;Trechus;eats;Scarabaeidae;5840;FAMILY;betsi;
1966;5262297;SPECIES;Phoma herbarum;parasiteOf;Scrophularia leucoclada;3737217;SPECIES;FungalDataBase;
1967;5262297;SPECIES;Phoma herbarum;parasiteOf;Scrophularia nodosa;3170886;SPECIES;FungalDataBase;
1968;5262297;SPECIES;Phoma herbarum;parasiteOf;Scutellaria peregrina;5608571;SPECIES;FungalDataBase;
1969;5262297;SPECIES;Phoma herbarum;parasiteOf;Secale cereale;2705966;SPECIES;FungalDataBase;
1970;3204289;SPECIES;Polymyxa graminis;parasiteOf;Secale cereale;2705966;SPECIES;FungalDataBase;
1971;2130185;SPECIES;Tetranychus urticae;parasiteOf;Sechium edule;2874612;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1972;2130185;SPECIES;Tetranychus urticae;parasiteOf;Sesamum indicum;3172622;SPECIES;https://www.cabi.org/isc/datasheet/53366;
1973;5249953;SPECIES;Waitea circinata;parasiteOf;Setaria italica;5289698;SPECIES;FungalDataBase;
1974;5262297;SPECIES;Phoma herbarum;parasiteOf;Setaria pumila;5289693;SPECIES;FungalDataBase;
1975;7589559;CLASS;Litostomatea;eats;Siluaniidae;9281454;FAMILY;;pred2 assoc au substrat
1976;2513144;GENUS;Protomyces;parasiteOf;Sium erectum;3640348;SPECIES;FungalDataBase;
1977;5250615;SPECIES;Absidia glauca;eats;Resource:SOM;R3;RESOURCE;;
1978;7239018;GENUS;Apiotrichum;eats;Resource:SOM;R3;RESOURCE;;
1979;3295536;SPECIES;Apiotrichum porosum;eats;Resource:SOM;R3;RESOURCE;;
1980;2;KINGDOM;Archaea;eats;Resource:SOM;R3;RESOURCE;;
1981;7628767;GENUS;Archaeorhizomyces;eats;Resource:SOM;R3;RESOURCE;;
1982;8139865;SPECIES;Archaeorhizomyces borealis;eats;Resource:SOM;R3;RESOURCE;;
1983;7870834;SPECIES;Archaeorhizomyces finlayi;eats;Resource:SOM;R3;RESOURCE;;
1984;9381748;GENUS;Articulospora proliferata;eats;Resource:SOM;R3;RESOURCE;;
1985;2569641;GENUS;Ascobolus;eats;Resource:SOM;R3;RESOURCE;Funguild;
1986;2595607;SPECIES;Ascobolus stercorarius;eats;Resource:SOM;R3;RESOURCE;Funguild;
1987;2552703;SPECIES;Asterostroma andinum;eats;Resource:SOM;R3;RESOURCE;;
1988;7520435;SPECIES;Australothrix australis;eats;Resource:SOM;R3;RESOURCE;Foissner 1998;
1989;2595861;GENUS;Auxarthron;eats;Resource:SOM;R3;RESOURCE;;
1990;3;KINGDOM;Bacteria;eats;Resource:SOM;R3;RESOURCE;;
1991;7932878;SPECIES;Birojimia muscorum;eats;Resource:SOM;R3;RESOURCE;Foissner 1998;
1992;3323387;SPECIES;Bolbitius vitellinus;eats;Resource:SOM;R3;RESOURCE;Funguild;
1993;5259396;SPECIES;Boudiera acanthospora;eats;Resource:SOM;R3;RESOURCE;;
1994;2587454;SPECIES;Brachyphoris oviparasitica;eats;Resource:SOM;R3;RESOURCE;;
1995;1489006;SPECIES;Bradysia subrufescens;eats;Resource:SOM;R3;RESOURCE;;
1996;8222210;SPECIES;Bryometopus hawaiiensis;eats;Resource:SOM;R3;RESOURCE;Foissner 1998;
1997;2518120;GENUS;Bullera;eats;Resource:SOM;R3;RESOURCE;;
1998;2525705;GENUS;Camarophyllus;eats;Resource:SOM;R3;RESOURCE;;
1999;5243715;SPECIES;Campanella subdendrophora;eats;Resource:SOM;R3;RESOURCE;;
2000;2626861;GENUS;Catenaria;eats;Resource:SOM;R3;RESOURCE;;
2001;3464398;SPECIES;Chaetosphaeria ciliata;eats;Resource:SOM;R3;RESOURCE;;
2002;2594455;SPECIES;Cheilymenia stercorea;eats;Resource:SOM;R3;RESOURCE;Funguild;
2003;2538825;GENUS;Chromosera;eats;Resource:SOM;R3;RESOURCE;;
2004;8225326;SPECIES;Condylostoma terricola;eats;Resource:SOM;R3;RESOURCE;Foissner 1998;
2005;7455377;SPECIES;Craterocolla cerasi;eats;Resource:SOM;R3;RESOURCE;;
2006;7966900;SPECIES;Cyphellophora sessilis;eats;Resource:SOM;R3;RESOURCE;;
2007;2555962;GENUS;Cystobasidium;parasiteOf;Resource:SOM;R3;RESOURCE;The Rasputin Effect: When Commensals and Symbionts Become Parasitic;
2008;2592471;GENUS;Dictyosporium;eats;Resource:SOM;R3;RESOURCE;;
2009;2518442;GENUS;Dioszegia;eats;Resource:SOM;R3;RESOURCE;;
2010;5237438;SPECIES;Dioszegia crocea;eats;Resource:SOM;R3;RESOURCE;;
